Date,Open,High,Low,Close,Volume
2019-01-02,75.2556257197046,75.82989516527313,74.45164714781086,75.2732925415039,14179900
2019-01-03,75.37930395373974,75.53833229134104,73.5504814415689,73.7448501586914,17668000
2019-01-04,74.61066205430653,76.35997367856989,74.57532841707828,75.94473266601562,16262600
2019-01-07,75.97122529488136,76.95189872832036,75.74152298362469,76.23627471923828,12387200
2019-01-08,76.84589011060915,77.08442921801952,75.98006776790463,76.82821655273438,13371000
2019-01-09,77.16393086127015,77.6233489447391,76.94305859742568,77.17276763916016,11259700
2019-01-10,76.82825366458431,77.37601963501483,76.43951608940841,77.32300567626953,10396800
2019-01-11,76.96074573413657,77.6056890837003,76.81938422489709,77.57918548583984,7187900
2019-01-14,77.11093588922584,77.14627626589724,76.71336844752601,76.72219848632812,5449000
2019-01-15,76.82821446606944,78.11810779591147,76.81054764916188,78.1004409790039,10540600
2019-01-16,78.20648241050078,78.54221271224733,77.90609923576915,77.9591064453125,8288900
2019-01-17,77.7470525656047,78.97510206120874,77.68520858886521,78.64820861816406,8731600
2019-01-18,79.23131973306171,79.62888721704644,78.63938352695524,79.584716796875,13367500
2019-01-22,79.02811237769242,79.17831067612092,78.4891833846236,79.03694915771484,12244500
2019-01-23,79.18715679691562,79.55822748784418,78.26832696214555,79.12531280517578,7722800
2019-01-24,79.0457677617761,79.11644850472666,78.09159795340365,78.46266174316406,11307000
2019-01-25,78.8514056336027,78.8514056336027,78.33015027717296,78.55985260009766,7241900
2019-01-28,78.02093180378517,78.10044933959945,77.29647090425274,77.66754150390625,7113800
2019-01-29,77.66754565656245,78.1092902955178,77.44667333708477,78.04743957519531,11099200
2019-01-30,78.33898787646643,79.33733501352546,78.14461916870316,79.11646270751953,11706500
2019-01-31,79.02810675124556,80.29149658497731,78.94859595816911,80.10596466064453,13409900
2019-02-01,80.20313933668221,80.36216764413744,79.62887007417798,80.1766357421875,9386500
2019-02-04,80.18547577274205,80.18547577274205,79.26664626356602,79.94692993164062,9308600
2019-02-05,80.07947585936921,80.53005732485363,79.81442635249863,79.83209991455078,8921400
2019-02-06,79.69070172212209,80.22963052849147,79.59351739700722,80.19429016113281,6135900
2019-02-07,79.67307066461858,79.80559541656697,78.88676567434395,79.31083679199219,9511700
2019-02-08,79.00160326109145,79.46985146225744,78.88675209077321,79.46102142333984,7284200
2019-02-11,79.63771004113347,79.69071723224528,79.14295828279084,79.36383056640625,5017400
2019-02-12,79.70840325231102,80.49470816568459,79.56704173326092,80.45053100585938,9093200
2019-02-13,80.60955422420038,80.8657669058378,80.26499396901262,80.62722778320312,6435600
2019-02-14,80.42402198870033,81.1749864717255,80.3091708175748,80.81275939941406,6938600
2019-02-15,81.42237179887715,82.07615195078691,80.81276206478584,82.03197479248047,8234200
2019-02-19,81.81111236480655,82.15567267165851,81.80227558398016,81.83761596679688,6284100
2019-02-20,81.63440309081886,81.84643861060628,81.33401325900637,81.74041748046875,6959900
2019-02-21,81.44887332350974,81.50188051973721,80.6625684571925,81.02479553222656,8368500
2019-02-22,81.1838235085458,81.83760364096503,81.0866391555593,81.76692962646484,6488100
2019-02-25,82.18217329344878,82.37654202164785,81.81994617856843,81.88179016113281,7652600
2019-02-26,81.69623870962647,81.91711098612465,81.49303324943388,81.59021759033203,7288000
2019-02-27,81.31633300226453,81.59904922875427,80.93643244099835,81.21031188964844,9827600
2019-02-28,81.06013407089418,81.50187867073556,80.8834389271527,80.97178649902344,9464100
2019-03-01,81.47537980262003,82.23518109769036,81.40469904482556,82.12032318115234,10795200
2019-03-04,82.41187819053788,82.56206974901852,80.45053092877056,81.00713348388672,15208400
2019-03-05,81.04247683197484,81.25451237762485,80.54771823814016,80.96295928955078,13591700
2019-03-06,80.97178466704793,81.07779905469918,79.55820332763511,79.7790756225586,11662400
2019-03-07,79.66425050401882,79.83211567420773,78.87794534969761,79.15182495117188,14430700
2019-03-08,78.72774264300796,79.02812580994409,78.30366475619826,78.98395538330078,11531200
2019-03-11,79.19598830270786,79.95578971660198,78.96627917419615,79.8851089477539,9694300
2019-03-12,80.08830004508614,80.65373261302939,79.9734421312775,80.46820068359375,8981600
2019-03-13,80.70675350053752,81.55490249632787,80.65374629470344,81.33403015136719,10098300
2019-03-14,81.30751433470786,81.4135354709389,80.90994686969549,81.20149993896484,9283800
2019-03-15,81.34427895360501,81.70785499671553,81.06050981059558,81.57483673095703,10219400
2019-03-18,81.65464582523961,81.73445272087272,81.1580447785826,81.45068359375,7183500
2019-03-19,81.7344321347715,82.3285725379177,81.44179339330977,82.09801483154297,11308700
2019-03-20,82.00050200442806,82.09804829133783,81.21126878531499,81.53050994873047,11123700
2019-03-21,80.84768158628422,81.97389528701144,80.73240269232228,81.84974670410156,7398200
2019-03-22,81.49503142827119,81.79653318868291,80.34221545655417,80.35995483398438,12162600
2019-03-25,80.50183566160311,80.57277963982291,79.73920480971563,80.31561279296875,9893300
2019-03-26,80.78558094896322,81.37972136849751,80.29785646532879,80.86539459228516,8107200
2019-03-27,80.76788297471921,80.95410586820299,79.63280623409948,80.19147491455078,10817400
2019-03-28,80.43088147878576,80.61711108938255,79.9786288975915,80.39541625976562,6726800
2019-03-29,80.87427578171543,81.43295111440564,80.69692261407421,81.36200714111328,10120900
2019-04-01,81.85860601059369,81.98275458801815,81.29993741218361,81.48616027832031,9082000
2019-04-02,81.50388132579714,81.62802987530148,81.14916828481819,81.29991912841797,7002200
2019-04-03,81.66351159117299,81.70785326735066,80.95409213145943,81.19351959228516,7398700
2019-04-04,81.26447479615324,81.36202108475007,80.55504847282917,81.0250473022461,9212400
2019-04-05,81.22012689340171,81.72559767683119,81.16692229118401,81.58370971679688,6262000
2019-04-08,81.52163732396542,81.64578590909116,80.9895709926279,81.56597900390625,5961200
2019-04-09,81.28220457318827,81.53050172734231,81.06050971903785,81.35314178466797,7207600
2019-04-10,81.45068946168753,81.60144034135926,81.23786429241039,81.37974548339844,5433400
2019-04-11,81.557103791283,81.60143870263074,80.02297242814304,80.377685546875,8534200
2019-04-12,80.68806265026318,80.71466495205641,79.50865108869007,79.64166259765625,11659000
2019-04-15,79.7392197126383,80.02298891296262,79.58846880493913,79.9609146118164,7921900
2019-04-16,80.62599127432159,80.723537561486,78.18734762639292,78.32036590576172,14857100
2019-04-17,78.5863811378429,78.60411374633749,75.6688765352891,76.06792449951172,34381800
2019-04-18,76.2984935908511,76.66206959435533,75.06587087590597,76.19207763671875,35300900
2019-04-22,76.06793705347334,76.67981701414666,75.82850958854335,76.2364273071289,18717700
2019-04-23,76.20982857508149,77.85036921473362,76.0768103036307,77.44245147705078,30503400
2019-04-24,77.46903863670262,77.62865917812726,77.00790962121413,77.353759765625,14612800
2019-04-25,77.18528437162023,78.38243527959662,76.86604322741448,78.15187072753906,16166400
2019-04-26,78.25825122727306,78.95880748922337,78.08976104264569,78.93220520019531,11321700
2019-04-29,78.95884212621502,79.10072331846632,78.45337811618751,78.79035186767578,13264400
2019-04-30,79.02089716859493,79.30466624956775,78.46222869325149,79.15391540527344,11750900
2019-05-01,79.26033632149857,79.57071450824846,78.56864950702997,79.01203918457031,25596400
2019-05-02,78.93222693114132,79.4288211712825,78.47996759639038,79.34901428222656,18927500
2019-05-03,79.57071858374334,79.97863629610265,79.43770032055033,79.95203399658203,13624000
2019-05-06,78.79035144532982,80.5639103153005,78.65733317696397,80.35995483398438,25168300
2019-05-07,79.73920701196408,80.12939213735902,78.3558332264225,78.81695556640625,18011600
2019-05-08,78.78148848031519,79.34903359148659,78.3380987249809,78.9854507446289,13783300
2019-05-09,78.28488924624337,79.07412242036288,77.91244349868838,78.81695556640625,15692300
2019-05-10,78.55979096567553,79.04752238640815,77.15868452769826,78.84356689453125,17771800
2019-05-13,77.50450541578789,78.79920226903738,77.06111580444538,77.36261749267578,17436000
2019-05-14,77.71736613773763,78.29377424965719,77.56661522456238,77.75283813476562,13147000
2019-05-15,77.34487822269794,78.24938997506428,76.99903489688836,77.98336029052734,10587700
2019-05-16,78.15184813378654,79.26919181548185,78.09864354699718,78.5952377319336,15124000
2019-05-17,77.94789621309367,79.04750057158857,77.94789621309367,78.4267578125,13354100
2019-05-20,78.08979548776408,78.6396011773478,77.81489602576734,78.39130401611328,10757400
2019-05-21,78.83469574769791,79.46430835562629,78.78148437922607,79.12733459472656,11690600
2019-05-22,78.89677261068844,79.75694980178525,78.82582862747434,79.57958984375,9021800
2019-05-23,79.18052368175492,79.30467224121094,78.63958777315837,79.30467224121094,13545300
